category_class	label	definition	synonyms	subsets	crossreferences	txgnn	medical_specialization	anatomical	is_pathogen_caused	is_cancer	is_glucose_dysfunction	tag_existing_treatment	tag_QALY_lost
MONDO:0003027	thyroid gland angiosarcoma	A usually aggressive malignant vascular tumor primarily involving the thyroid gland. It is often associated with longstanding nodular goiter.	angiosarcoma of thyroid gland; angiosarcoma of the thyroid; thyroid gland hemangiosarcoma; hemangiosarcoma of the thyroid gland; hemangiosarcoma of thyroid gland; angiosarcoma (disease) of thyroid gland; hemangiosarcoma of the thyroid; angiosarcoma of thyroid; thyroid gland angiosarcoma (disease); thyroid gland malignant hemangioendothelioma; hemangiosarcoma of thyroid; thyroid gland angiosarcoma; thyroid hemangiosarcoma; angiosarcoma of the thyroid gland; thyroid angiosarcoma	mondo:rare; mondo:gard_rare	MEDGEN:277819; UMLS:C1336748; DOID:4514; NCIT:C6043	cancer | adrenal_gland_disease | cancer	oncology | endocrinology | hematology	endocrine_disorder | vascular_disorder	FALSE	TRUE	FALSE	FALSE	VERY HIGH
MONDO:0019854	thyroid ectopia	Thyroid ectopia is a form of thyroid dysgenesis characterized by an ectopic location of the thyroid gland that results in primary congenital hypothyroidism, a permanent thyroid deficiency that is present from birth.		mondo:gard_rare; mondo:rare; mondo:nord_rare; mondo:orphanet_rare; mondo:ordo_morphological_anomaly; mondo:ordo_disorder; mondo:otar	Orphanet:95712; icd11.foundation:458251984; GARD:16841; MEDGEN:78591; UMLS:C0266283; NANDO:2200330	autoimmune_diseases | metabolic_disorder	endocrinology|pediatric	endocrine_disorder | vascular_disorder	FALSE	FALSE	FALSE	FALSE	HIGH
MONDO:0011792	thyroid dyshormonogenesis 6	Any familial thyroid dyshormonogenesis in which the cause of the disease is a mutation in the DUOX2 gene.	DUOX2 familial thyroid dyshormonogenesis; thyroid dyshormonogenesis 6; thyroid dyshormonogenesis type 6; familial thyroid dyshormonogenesis caused by mutation in DUOX2	mondo:rare; mondo:gard_rare; mondo:nord_rare	UMLS:C1846632; MESH:C564608; DOID:0112189; MEDGEN:375935; GARD:18193; OMIM:607200	metabolic disorder|thyroid_gland_disease	endocrinology | genetics_and_genomics	endocrine_disorder | blood_bone_marrow_disorder	FALSE	FALSE	FALSE	TRUE	HIGH
MONDO:0010137	thyroid dyshormonogenesis 5	Any familial thyroid dyshormonogenesis in which the cause of the disease is a mutation in the DUOXA2 gene.	thyroid dyshormonogenesis type 5; familial thyroid dyshormonogenesis caused by mutation in DUOXA2; thyroid dyshormonogenesis 5; TDH5; DUOXA2 familial thyroid dyshormonogenesis; hypothyroidism, congenital, due to dyshormonogenesis, 5; thyroid hormonogenesis, genetic defect in, 5	mondo:gard_rare; mondo:rare; mondo:nord_rare	MEDGEN:87430; SCTID:63127008; MESH:C562771; OMIM:274900; UMLS:C0342196; DOID:0112184; GARD:18192	metabolic disorder | thyroid gland disease	endocrinology | genetics_and_genomics	endocrine_disorder|blood_bone_marrow_disorder	FALSE	FALSE	FALSE	TRUE	HIGH
MONDO:0010136	thyroid dyshormonogenesis 4	Any familial thyroid dyshormonogenesis in which the cause of the disease is a mutation in the IYD gene.	thyroid dyshormonogenesis type 4; thyroid dyshormonogenesis 4; familial thyroid dyshormonogenesis caused by mutation in IYD; TDH4; IYD familial thyroid dyshormonogenesis; hypothyroidism, congenital, due to dyshormonogenesis, 4; thyroid hormonogenesis, genetic defect in, 4	mondo:gard_rare; mondo:rare; mondo:nord_rare	SCTID:17885001; DOID:0112188; OMIM:274800; MESH:C562770; UMLS:C0342195; MEDGEN:87429; GARD:18191	metabolic_disorder | thyroid_gland_disease is not in the list so use: metabolic_disorder | autoimmune_diseases	genetics_and_genomics | endocrinology | pediatric	endocrine_disorder | other	FALSE	FALSE	FALSE	TRUE	MEDIUM
MONDO:0010135	thyroid dyshormonogenesis 3	Any familial thyroid dyshormonogenesis in which the cause of the disease is a mutation in the TG gene.	TDH3; thyroid dyshormonogenesis 3; thyroid dyshormonogenesis type 3; TG familial thyroid dyshormonogenesis; thyroid hormonogenesis, genetic defect in, 3; hypothyroidism, congenital, due to dyshormonogenesis, 3; familial thyroid dyshormonogenesis caused by mutation in TG	mondo:nord_rare; mondo:rare; mondo:gard_rare	DOID:0112187; OMIM:274700; MEDGEN:90976; MESH:C562769; UMLS:C0342194; SCTID:23536000; GARD:18190	metabolic_disorder | autoimmune_diseases | inflammatory_disease	endocrinology | genetics_and_genomics	endocrine_disorder|thyroid_disorder	FALSE	FALSE	FALSE	TRUE	HIGH
MONDO:0010133	thyroid dyshormonogenesis 2A	Thyroid peroxidase system defect due to presumed mutation(s) in the TPO gene, resulting in decreased activity of thyroid peroxidase.	thyroid dyshormonogenesis type 2A; TPO familial thyroid dyshormonogenesis; thyroid hormonogenesis, genetic defect in, 2A; thyroid dyshormonogenesis 2A; hypothyroidism, congenital, due to dyshormonogenesis, 2A; TDH2A; familial thyroid dyshormonogenesis caused by mutation in TPO	mondo:rare; mondo:gard_rare; mondo:nord_rare	MESH:C563206; MEDGEN:226940; OMIM:274500; ICD9:277.6; SCTID:124204003; DOID:0112186; UMLS:C1291299; NCIT:C121750; GARD:18189	metabolic_disorder | thyroid_gland_disease | adrenal_gland_disease	endocrinology | genetics_and_genomics	endocrine_disorder | other	FALSE	FALSE	FALSE	TRUE	HIGH
MONDO:0020716	thyroid dyshormonogenesis 1		hypothyroidism, congenital, due to dyshormonogenesis, 1; thyroid dyshormonogenesis type 1; iodine accumulation, transport, or trapping defect; familial thyroid dyshormonogenesis 1; TDH1; thyroid hormonogenesis, genetic defect in, 1	mondo:nord_rare; mondo:gard_rare; mondo:rare	UMLS:C1848805; MEDGEN:336422; OMIM:274400; GARD:18188; DOID:0112185	metabolic_disorder|thyroid_gland_disease|autoimmune_diseases	endocrinology|genetics_and_genomics	endocrine_disorder|thyroid_disorder	FALSE	FALSE	FALSE	TRUE	HIGH
MONDO:0006996	thyroid crisis	Acute onset of severe, life-threatening hyperthyroidism caused by a sudden release of excessive thyroid hormone.	thyroid crisis (disease); thyrotoxic crisis; thyroid crisis; thyroid storm	mondo:otar	MedDRA:10043705; MESH:D013958; HP:0011782; icd11.foundation:1215823328; ICD9:242.81; NCIT:C112836; DOID:12837; MEDGEN:11813; SCTID:29028009; UMLS:C0040127; EFO:1001212; ICD9:242.91	metabolic_disorder | autoimmune_diseases | inflammatory_disease	endocrinology | other	endocrine_disorder| thyroid_disorder	FALSE	FALSE	FALSE	TRUE	VERY HIGH
MONDO:0011312	thyroid carcinoma, nonmedullary, with or without cell oxyphilia		thyroid carcinoma, nonmedullary, with cell oxyphilia; thyroid carcinoma, nonmedullary, with or without cell oxyphilia	mondo:gard_rare; mondo:rare; mondo:nord_rare	OMIM:603386; GARD:15354; UMLS:C1863925; MESH:C537842; MEDGEN:400409	cancer | thyroid_carcinoma | autoimmune_diseases	endocrinology|oncology	endocrine_disorder | thyroid_disorder	FALSE	TRUE	FALSE	TRUE	MEDIUM
MONDO:0014682	thyroid cancer, nonmedullary, 5	Any thyroid cancer, nonmedullary in which the cause of the disease is a mutation in the HABP2 gene.	thyroid cancer, nonmedullary caused by mutation in HABP2; thyroid cancer, nonmedullary, 5; thyroid cancer, nonmedullary, type 5; HABP2 thyroid cancer, nonmedullary	mondo:rare; mondo:nord_rare; mondo:gard_rare	UMLS:C4225292; MEDGEN:895900; GARD:16133; OMIM:616535	cancer | other	oncology | endocrinology	endocrine_disorder | thyroid_disorder	FALSE	TRUE	FALSE	TRUE	MEDIUM
MONDO:0014681	thyroid cancer, nonmedullary, 4	Any thyroid cancer, nonmedullary in which the cause of the disease is a mutation in the FOXE1 gene.	thyroid cancer, nonmedullary caused by mutation in FOXE1; thyroid cancer, nonmedullary, 4; thyroid cancer, nonmedullary, type 4; FOXE1 thyroid cancer, nonmedullary	mondo:rare; mondo:nord_rare; mondo:gard_rare	UMLS:C4225293; GARD:16132; MEDGEN:907624; OMIM:616534	cancer | other	endocrinology|oncology	endocrine_disorder | thyroid_disorder	FALSE	TRUE	FALSE	TRUE	HIGH
MONDO:0011653	thyroid cancer, nonmedullary, 3		thyroid cancer, nonmedullary, 3; thyroid carcinoma, nonmedullary, 3; NMTC3	mondo:nord_rare; mondo:gard_rare; mondo:rare	GARD:15391; OMIM:606240; UMLS:C4225410; MEDGEN:903332	cancer | thyroid cancer is also an instance of this category which is already included so removing it	endocrinology|oncology	endocrine_disorder|other	FALSE	TRUE	FALSE	TRUE	MEDIUM
MONDO:0008566	thyroid cancer, nonmedullary, 2		thyroid carcinoma, follicular, autosomal dominant, somatic mutation; thyroid carcinoma, follicular, somatic; thyroid cancer, nonmedullary, 2; thyroid cancer, nonmedullary, type 2; thyroid cancer, nonmedullary, 2, autosomal dominant, somatic mutation	mondo:rare; mondo:nord_rare; mondo:gard_rare	MESH:C572845; UMLS:C4225426; OMIM:188470; GARD:5206; MEDGEN:904175	cancer | other | autoimmune_diseases	oncology | endocrinology	endocrine_disorder | other	FALSE	TRUE	FALSE	TRUE	MEDIUM
MONDO:0008567	thyroid cancer, nonmedullary, 1		thyroid cancer, nonmedullary, 1; thyroid cancer, nonmedullary, type 1	mondo:rare; mondo:nord_rare; mondo:gard_rare	MEDGEN:1648293; OMIM:188550; UMLS:C4721429	cancer | thyroid_cancer is implied in the question so that category should be excluded	oncology|endocrinology	endocrine_disorder | cancer	FALSE	TRUE	FALSE	TRUE	MEDIUM
MONDO:0011836	thyroid Hurthle cell carcinoma		Hurthle cell carcinoma of thyroid gland; Hurthle cell thyroid gland carcinoma; oncocytic carcinoma of the thyroid; thyroid carcinoma, Hurthle cell; Hurthle cell carcinoma of the thyroid gland; thyroid gland Hurthle cell carcinoma; thyroid Hurthle cell carcinoma; oncocytic carcinoma of thyroid; Hurthle cell carcinoma of thyroid; Hurthle cell carcinoma of the thyroid; thyroid oncocytic carcinoma; thyroid gland oncocytic follicular carcinoma	mondo:gard_rare; mondo:rare	ONCOTREE:THHC; NCIT:C4946; MESH:C536913; GARD:9428; DOID:8161; OMIM:607464; UMLS:C0749424; MEDGEN:196672; SCTID:423158009	cancer | autoimmune_diseases	endocrinology|oncology	endocrine_disorder | other	FALSE	TRUE	FALSE	TRUE	HIGH
MONDO:0010128	thyrocerebrorenal syndrome	Thyrocerebrorenal syndrome is characterized by renal, neurologic, thyroid disease, associated with thrombocytopenia. It has been described in a brother and his sister. Intelligence was normal. It is transmitted as an autosomal recessive trait.	Cutler-Bass-Romshe syndrome; Cutler Bass Romshe syndrome; thyrocerebroretinal syndrome	mondo:orphanet_rare; mondo:ordo_malformation_syndrome; mondo:gard_rare; mondo:ordo_disorder; mondo:rare; mondo:otar	GARD:1646; MESH:C536908; OMIM:274240; Orphanet:3327; SCTID:733096007; UMLS:C1848813; MEDGEN:341311	metabolic_disorder | neurodegenerative_disease | autoimmune_diseases	endocrinology | neurology | genetics_and_genomics | pediatric	endocrine_disorder | brain_disorder	FALSE	FALSE	FALSE	FALSE	HIGH
MONDO:0001525	thyrocalcitonin secretion disease		disorder of thyrocalcitonin secretion		MEDGEN:675237; SCTID:190303007; ICD9:246.0; DOID:12424; UMLS:C0701822	metabolic_disorder | autoimmune_diseases	endocrinology|other	endocrine_disorder|blood_bone_marrow_disorder	FALSE	FALSE	FALSE	FALSE	MEDIUM
MONDO:0004122	thymus small cell carcinoma	An aggressive, small cell, poorly differentiated thymic neuroendocrine carcinoma, characterized by the presence of a high mitotic rate and numerous apoptotic bodies.	thymic small cell carcinoma; small cell carcinoma of thymus; thymus small cell carcinoma; small cell carcinoma of Thymus; Thymus small cell carcinoma; small cell carcinoma of the Thymus; thymic small cell carcinoma neuroendocrine type	mondo:otar; mondo:gard_rare; mondo:rare	UMLS:C1335980; DOID:7142; NCIT:C6460; MEDGEN:234784; EFO:1000578	cancer | autoimmune_diseases	oncology | pulmonology | cardiology | cardiothoracic	immune_disorder | lymphatic_disorder | lung_disorder	FALSE	TRUE	FALSE	FALSE	VERY HIGH
MONDO:0002163	thymus lipoma	A well-circumscribed tumor of the thymus composed of islands of normal thymic parenchyma and mature adipose tissue. It is not clear if thymolipoma is a neoplastic or non-neoplastic lesion.	Thymolipoma; lipoma of thymus; thymus lipoma; Thymolipomatous hamartoma	mondo:gard_rare; mondo:rare	DOID:1975; MEDGEN:234427; UMLS:C1336744; NCIT:C6452	cancer|tumor	oncology | pediatric | cardiology | cardiothoracic	immune_disorder | lymphatic_disorder | bone_disorder	FALSE	FALSE	FALSE	FALSE	LOW
MONDO:0004475	thymus clear cell carcinoma	A rare, usually aggressive, primary thymic carcinoma, characterized by the presence of carcinoma cells with clear cytoplasm.	thymic clear cell carcinoma; Thymus clear cell carcinoma; clear cell carcinoma of Thymus; clear cell carcinoma of the Thymus; thymus clear cell carcinoma	mondo:gard_rare; mondo:rare	MEDGEN:272488; DOID:8137; NCIT:C6462; UMLS:C1333069	cancer | adrenal_gland_disease | other	oncology | immunology | cardiothoracic | hematology	immune_disorder | lymphatic_disorder	FALSE	TRUE	FALSE	FALSE	HIGH
MONDO:0010127	thymoma, familial	An instance of thymoma (disease) that is caused by an inherited modification of the individual's genome.	thymoma, familial; hereditary thymoma (disease)	mondo:nord_rare; mondo:gard_rare; mondo:rare; mondo:otar	OMIM:274230; MESH:C564767; MEDGEN:376447; UMLS:C1848814	cancer | autoimmune_diseases	oncology | genetics_and_genomics | immunology | hematology	immune_disorder|lymphatic_disorder	FALSE	TRUE	FALSE	TRUE	MEDIUM
MONDO:0006458	thymoma type B3	Also known as well-differentiated thymic carcinoma, atypical thymoma, or epithelial thymoma, this type of thymoma displays morphologic characteristics of a well-differentiated carcinoma. The majority of cases occur in the anterior mediastinum as Masaoka stage II or stage III tumors. It is almost always invasive, it recurs frequently, and metastasizes in approximately 20% of the cases.	well differentiated thymic carcinoma; epithelial thymoma; thymoma, epithelial; epithelial malignant thymoma; squamoid thymoma; well-differentiated thymic carcinoma; thymoma type B3; malignant thymoma type B3; atypical thymoma	mondo:gard_rare; mondo:otar; mondo:rare	EFO:1000583; NCIT:C7997; UMLS:C0279705; ICDO:8585/3; ICDO:8585/1; MEDGEN:124648; DOID:7926	autoimmune_diseases | cancer	oncology|hematology	immune_disorder | lymphatic_disorder	FALSE	TRUE	FALSE	FALSE	HIGH
MONDO:0006459	thymoma type B1	A thymic epithelial neoplasm characterized by the presence of expanded areas which resemble the normal thymic cortex. The neoplastic epithelial cells are small and scant and there is a dense T-lymphocytic component present. Areas of medullary differentiation with or without Hassall's corpuscles are also present. It may be associated with myasthenia gravis, pure red cell aplasia, and hypogammaglobulinemia. It has a low grade malignant potential. The majority of cases occur in the anterior mediastinum as Masaoka stage I tumors. A minority of the cases occur as stage II tumors.	organoid thymoma; lymphocyte-predominant thymoma; lymphocyte-rich thymoma; thymoma type B1; thymoma, organoid; predominantly cortical thymoma	mondo:gard_rare; mondo:otar; mondo:rare	EFO:1000584; ICDO:8583/1; NCIT:C6887; MEDGEN:224761; DOID:6917; UMLS:C1266094	cancer|autoimmune_diseases	oncology | hematology | allergy_and_immunology | genetics_and_genomics	immune_disorder | lymphatic_disorder	FALSE	TRUE	FALSE	FALSE	MEDIUM
MONDO:0016974	thymoma type B	An epithelial neoplasm arising from the thymus. It may be associated with myasthenia gravis, pure red cell aplasia, and hypogammaglobulinemia. It includes thymoma type B1 which is a thymoma of low grade malignant potential, thymoma type B2 which is a thymoma of moderate malignancy, and thymoma type B3 which is also known as well differentiated thymic carcinoma.	dendritic cell thymoma; Dendritic cell thymoma; primary thymic epithelial tumor type B; thymoma type B; plump cell thymoma; dendritic cell thymoma (disease); primary thymic epithelial tumour type B; epithelioid thymoma; primary thymic epithelial neoplasm type B	mondo:gard_rare; mondo:otar; mondo:ordo_histopathological_subtype; mondo:nord_rare; mondo:rare; mondo:ordo_subtype_of_a_disorder	Orphanet:263317; UMLS:C1328042; ICD10CM:D15.0; DOID:3282; GARD:20893; MEDGEN:231253; NCIT:C7114	cancer|autoimmune_diseases	oncology | hematology	immune_disorder lymphatic_disorder	FALSE	TRUE	FALSE	FALSE	HIGH
MONDO:0016975	thymoma type AB	A thymic epithelial neoplasm characterized by the presence of a lymphocyte-poor component similar to that seen in type A thymoma and a lymphocyte-rich component which contains neoplastic small polygonal epithelial cells. It may be associated with myasthenia gravis and pure red cell aplasia. The majority of cases occur in the anterior mediastinum as Masaoka stage I tumors. A minority of the cases occur as stage II or stage III tumors. The overall survival is reported to be 80-100% at 5 and 10 years.	thymoma type AB; mixed type thymoma; primary thymic epithelial tumour type AB; thymoma, mixed type; primary thymic epithelial neoplasm type AB; primary thymic epithelial tumor type AB	mondo:gard_rare; mondo:otar; mondo:ordo_histopathological_subtype; mondo:nord_rare; mondo:rare; mondo:ordo_subtype_of_a_disorder	ICD10CM:D15.0; NCIT:C6885; DOID:3280; Orphanet:263324; GARD:20894; EFO:1000582; ICDO:8582/1; MEDGEN:220414; UMLS:C1266092	cancer | autoimmune_diseases	oncology|hematology	lymphatic_disorder | immune_disorder	FALSE	TRUE	FALSE	TRUE	MEDIUM
MONDO:0002588	thymoma type A	A thymic epithelial neoplasm characterized by the presence of spindle and/or oval neoplastic epithelial cells. Lymphocytic infiltration is minimal or absent. It may be associated with myasthenia gravis or pure red cell aplasia. The majority of cases occur in the anterior mediastinum as Masaoka stage I tumors. Approximately 20% of the cases occur as stage II or stage III tumors. Type A thymoma generally behaves as a benign tumor and the overall survival is reported to be 100% at 5 and 10 years.	primary thymic epithelial tumour type A; thymoma, medullary; spindle cell thymoma; medullary thymoma; thymoma type A; primary thymic epithelial neoplasm type A; primary thymic epithelial tumor type A	mondo:ordo_subtype_of_a_disorder; mondo:gard_rare; mondo:rare; mondo:ordo_histopathological_subtype; mondo:nord_rare; mondo:otar	UMLS:C1266091; Orphanet:263310; GARD:20892; ICDO:8581/1; MEDGEN:266099; ICD10CM:D15.0; DOID:3279; NCIT:C6454	cancer | autoimmune_diseases | inflammatory_disease	oncology | hematology	immune_disorder | lymphatic_disorder	FALSE	TRUE	FALSE	FALSE	LOW
MONDO:0006456	thymoma	A neoplasm arising from the epithelial cells of the thymus. Although thymomas are usually encapsulated tumors, they may invade the capsule and infiltrate the surrounding tissues or even metastasize to distant anatomic sites. The following morphologic subtypes are currently recognized: type A, type B, type AB, metaplastic, micronodular, microscopic, and sclerosing thymoma. Thymomas type B are further subdivided into types B1, B2, and B3. Thymoma type B3 usually has the most aggressive clinical course.	primary thymic epithelial tumour; primary thymic epithelial neoplasm; thymoma; primary thymic epithelial tumor; thymoma (disease)	mondo:gard_rare; mondo:ordo_disorder; mondo:orphanet_rare; mondo:otar; mondo:nord_rare; mondo:rare	EFO:1000581; HP:0100522; ICDO:8580/1; DOID:3275; MedDRA:10043670; NCIT:C3411; Orphanet:99867; ICD9:239.89; icd11.foundation:33869057; MESH:D013945; SCTID:444231005; ONCOTREE:THYM; GARD:16922; MEDGEN:52743; ICD10CM:D15.0; UMLS:C0040100	| cancer | autoimmune_diseases | thyroid_related_disease	oncology | hematology	immune_disorder | lymphatic_disorder	FALSE	TRUE	FALSE	TRUE	MEDIUM
MONDO:0010129	thymic-renal-anal-lung dysplasia	This syndrome is characterized by intrauterine growth retardation, renal dysgenesis and a unilobed or absent thymus.	thymic-renal-anal-lung dysplasia	mondo:orphanet_rare; mondo:ordo_malformation_syndrome; mondo:gard_rare; mondo:ordo_disorder; mondo:rare; mondo:otar	GARD:5202; SCTID:723555007; MEDGEN:336425; MESH:C536907; OMIM:274265; UMLS:C1848812; Orphanet:3326	autoimmune_diseases|thyroid_disease|cancer	pediatric | genetics_and_genomics | pulmonology | renal medicine	immune_disorder | lung_disorder | kidney_disorder	FALSE	FALSE	FALSE	FALSE	VERY HIGH
MONDO:0006455	thymic undifferentiated carcinoma	A rare primary thymic carcinoma, characterized by an undifferentiated solid tumor growth, without associated sarcomatoid features.	thymic undifferentiated carcinoma	mondo:gard_rare; mondo:otar; mondo:rare	EFO:1000580; UMLS:C1336865; MEDGEN:234452; NCIT:C35718	cancer | autoimmune_diseases	oncology | hematology | pulmonology	immune_disorder | lymphatic_disorder | endocrine_disorder	FALSE	TRUE	FALSE	FALSE	VERY HIGH
MONDO:0006452	thymic sarcomatoid carcinoma	A rare, usually aggressive, primary thymic carcinoma, characterized by the presence of tumor cells morphologically resembling soft tissue sarcoma.	thymus sarcomatoid carcinoma; thymic sarcomatoid carcinoma; sarcomatoid carcinoma of Thymus; thymic spindle cell carcinoma; thymic carcinosarcoma; Thymus sarcomatoid carcinoma; sarcomatoid carcinoma of the Thymus	mondo:rare; mondo:gard_rare; mondo:otar	DOID:8138; MEDGEN:234772; NCIT:C6463; UMLS:C1335924; EFO:1000577	cancer | adrenal_gland_disease | autoimmune_diseases | cancer	oncology|cardiothoracic|pulmonology	immune_disorder | lymphatic_disorder | bone_disorder	FALSE	TRUE	FALSE	FALSE	VERY HIGH
MONDO:0019964	thymic neuroendocrine tumor	Thymic endocrine tumor is a rare, malignant, primary thymic neoplasm originating from neuroendocrine cells, presenting as a mass within the anterior mediastinum. Patients typically present with nonspecific symptoms, such as chest pain, cough, shortness of breath, or in some cases, superior vena cava syndrome, although patients could be asymptomatic during the early stages or present with multiple endocrine neoplasia type I. Ectopic production of ACTH and serotonin can lead to Cushing syndrome and carcinoid sydrome, respectively.	thymus neuroendocrine tumour; neuroendocrine neoplasm of thymus; thymus neuroendocrine neoplasm; thymus neuroendocrine tumor; thymus NET; thymus neuroendocrine tumor, well differentiated, low or intermediate grade	mondo:nord_rare; mondo:orphanet_rare; mondo:gard_rare; mondo:rare; mondo:otar; mondo:ordo_disorder	GARD:19361; UMLS:C5681534; ONCOTREE:TNET; MEDGEN:1842737; Orphanet:97289	cancer | neuroendocrine_tumor	oncology | endocrinology | pulmonology	immune_disorder | endocrine_disorder	FALSE	TRUE	FALSE	FALSE	HIGH
MONDO:0020516	thymic neuroendocrine carcinoma	Thymic neuroendocrine carcinoma is a type of thymic epithelial neoplasm displaying evidence of neuroendocrine differentiation.	thymus neuroendocrine carcinoma; neuroendocrine carcinoma of thymus; thymic neuroendocrine carcinoma	mondo:gard_rare; mondo:nord_rare; mondo:rare; mondo:orphanet_rare; mondo:otar; mondo:ordo_disorder	GARD:19696; NCIT:C171031; SCTID:716653001; UMLS:C2210965; icd11.foundation:381956131; Orphanet:99869; MEDGEN:900590	cancer|adrenal_gland_disease|autoimmune_diseases|neuroendocrine_tumors_cancer	oncology|immunology|endocrinology|cardiothoracic	endocrine_disorder | immune_disorder	FALSE	TRUE	FALSE	FALSE	HIGH
MONDO:0003086	thymic mucoepidermoid carcinoma	A rare primary thymic carcinoma, characterized by the presence of squamous cells, intermediate type cells, and mucus-producing cells. Published information on clinical course is limited to single-case reports.	Thymus mucoepidermoid carcinoma; thymic mucoepidermoid carcinoma; thymus mucoepidermoid carcinoma; mucoepidermoid carcinoma of the Thymus; mucoepidermoid carcinoma of Thymus	mondo:rare; mondo:gard_rare	MEDGEN:277383; NCIT:C6457; UMLS:C1334814; DOID:4678	cancer | thyroid_disease | cancer	oncology|cardiothoracic|pulmonology	immune_disorder | lymphatic_disorder | upper_gastrointestinal_disorder	FALSE	TRUE	FALSE	FALSE	MEDIUM
MONDO:0003047	thymic large cell neuroendocrine carcinoma	An aggressive, non-small cell, poorly differentiated thymic neuroendocrine carcinoma, characterized by the presence of a high mitotic rate and, almost always, necrosis.	large cell neuroendocrine carcinoma of the Thymus; large cell carcinoma of the Thymus; large cell neuroendocrine carcinoma of thymus; thymus large cell carcinoma; large cell neuroendocrine carcinoma of Thymus; thymic LCNEC; thymus large cell neuroendocrine carcinoma; thymic large cell neuroendocrine carcinoma; Thymus large cell carcinoma	mondo:gard_rare; mondo:rare	DOID:4553; NCIT:C6461; UMLS:C1334364; MEDGEN:235250	cancer | neuroendocrine tumor | thyroid disease	oncology | pulmonary	endocrine_disorder | immune_disorder	FALSE	TRUE	FALSE	FALSE	VERY HIGH
MONDO:0018079	thymic epithelial neoplasm	An epithelial neoplasm that affects the thymus gland. This category includes thymomas and carcinomas.	epithelial tumour of Thymus; thymic epithelial tumor; Thymus epithelial tumour; Thymus epithelial tumor; epithelial tumor of Thymus; epithelial tumour of the Thymus; epithelial neoplasm of Thymus; thymic epithelial tumour; thymic epithelium neoplasm; thymus epithelial neoplasm; TEN; epithelial neoplasm of the Thymus; epithelial tumor of the Thymus; Thymus epithelial neoplasm	mondo:disease_grouping; mondo:rare; mondo:ordo_group_of_disorders; mondo:otar; mondo:gard_rare; mondo:nord_rare	UMLS:C1266101; MESH:C536905; MEDGEN:220416; NCIT:C6450; Orphanet:3398; ICD10CM:D15.0; ONCOTREE:TET; GARD:5201	cancer | thyroid_disease | autoimmune_diseases | neoplasm	oncology|immunology|pediatric	immune_disorder|lymphatic_disorder	FALSE	TRUE	FALSE	FALSE	HIGH
MONDO:0004195	thymic dysplasia	The developmental arrest and architectural distortion of the thymus that results in immunodeficiency.		mondo:gard_rare; mondo:rare	UMLS:C1331541; MEDGEN:231314; DOID:7350; NCIT:C27802	autoimmune_diseases | inflammatory_disease	allergy_and_immunology|pediatric	immune_disorder|endocrine_disorder	FALSE	FALSE	FALSE	FALSE	HIGH
MONDO:0006451	thymic carcinoma	Thymic carcinoma (TC) is a type of thymic epithelial neoplasm characterized by a high malignant potential.	thymoma, malignant; thymoma, type C; carcinoma of thymus; type C thymoma; thymoma, malignant (morphologic abnormality); malignant thymoma; thymic carcinoma (excluding well differentiated thymic carcinoma); thymoma type C; thymic carcinoma excluding well differentiated thymic carcinoma; thymoma, type C (morphologic abnormality); thymic carcinoma; thymus carcinoma	mondo:rare; mondo:nord_rare; mondo:gard_rare; mondo:ordo_disorder; mondo:orphanet_rare; mondo:otar	SCTID:444374006; GARD:19695; DOID:4554; EFO:1000576; ICDO:8586/3; MEDGEN:60049; MedDRA:10061031; ONCOTREE:THYC; Orphanet:99868; DOID:3284; NANDO:2200079; NCIT:C7569; UMLS:C0205969; icd11.foundation:1351671383	cancer | autoimmune_diseases	oncology|immunology|cardiothoracic	immune_disorder | lymphatic_disorder	FALSE	TRUE	FALSE	FALSE	VERY HIGH
MONDO:0004092	thymic basaloid carcinoma	A rare primary thymic carcinoma, characterized by the presence of tumor cell lobules with peripheral palisading, and a basophilic staining pattern. More than half of reported cases were associated with the presence of a multilocular thymic cyst. Metastases to lung and liver have been reported in approximately 30% of cases.	Thymus basaloid carcinoma; basaloid carcinoma of Thymus; basaloid carcinoma of the Thymus; thymus basaloid squamous cell carcinoma; thymic basaloid carcinoma	mondo:rare; mondo:nord_rare; mondo:gard_rare	NCIT:C6456; DOID:7050; MEDGEN:231420; UMLS:C1332464	cancer | thymic basaloid carcinoma is a rare type of cancer	oncology|pediatric|hematology|cardiothoracic	immune_disorder lymphatic_disorder	FALSE	TRUE	FALSE	FALSE	HIGH
MONDO:0010126	thymic aplasia with fetal death		thymic aplasia with fetal death		MESH:C564768; OMIM:274210; UMLS:C1848815; MEDGEN:341312	autoimmune_diseases | inflammatory_disease | anemia	pediatric | hematology | immunology | genetics_and_genomics	blood_bone_marrow_disorder | immune_disorder | lymphatic_disorder | reproductive_system_disorder | vascular_disorder	FALSE	FALSE	FALSE	FALSE	VERY HIGH
