category_class	label	harrisons_view	matrix_txgnn_grouping	mondo_top_grouping
MONDO:0024506	Adams-Oliver syndrome 1	hereditary_disease|disorder_of_development_or_morphogenesis	other	musculoskeletal_system_disorder|hereditary_disease|disorder_of_development_or_morphogenesis
MONDO:0024507	aniridia 1	hereditary_disease|disorder_of_development_or_morphogenesis	other	disorder_of_visual_system|disorder_of_orbital_region|hereditary_disease|disorder_of_development_or_morphogenesis
MONDO:0024508	epilepsy, hot water, 1	hereditary_disease	other	hereditary_disease|nervous_system_disorder
MONDO:0024516	familial acne inversa	hereditary_disease|inflammatory_disease	other	integumentary_system_disorder|hereditary_disease|inflammatory_disease
MONDO:0024517	SMARCB1-related schwannomatosis	cancer_or_benign_tumor|hereditary_disease|disorder_of_development_or_morphogenesis|syndromic_disease	cancer_or_benign_tumor	nervous_system_disorder|integumentary_system_disorder|hereditary_disease|cancer_or_benign_tumor|syndromic_disease|disorder_of_development_or_morphogenesis
MONDO:0024518	reactive thrombocytosis	other	other	hematologic_disorder
MONDO:0024519	renal hypodysplasia/aplasia 1	hereditary_disease|disorder_of_development_or_morphogenesis	other	hereditary_disease|urinary_system_disorder|disorder_of_development_or_morphogenesis
MONDO:0024520	renal hypodysplasia/aplasia 3	disorder_of_development_or_morphogenesis|hereditary_disease	other	hereditary_disease|urinary_system_disorder|disorder_of_development_or_morphogenesis
MONDO:0024521	aortic aneurysm, familial abdominal, 1	hereditary_disease	cardiovascular_disorder	hereditary_disease|cardiovascular_disorder
MONDO:0024522	amyloidosis, primary localized cutaneous, 1	metabolic_disease|hereditary_disease	metabolic_disease	integumentary_system_disorder|hereditary_disease|metabolic_disease
MONDO:0024523	aortic valve disease 1	disorder_of_development_or_morphogenesis|hereditary_disease	cardiovascular_disorder	hereditary_disease|disorder_of_development_or_morphogenesis|cardiovascular_disorder
MONDO:0024524	dyschromatosis universalis hereditaria 1	hereditary_disease	other	integumentary_system_disorder|hereditary_disease
MONDO:0024525	Fanconi renotubular syndrome 1	hereditary_disease|syndromic_disease	other	hereditary_disease|syndromic_disease|urinary_system_disorder
MONDO:0024526	Zimmermann-Laband syndrome 1	hereditary_disease	other	hereditary_disease|nervous_system_disorder
MONDO:0024527	glomerulopathy with fibronectin deposits 1	hereditary_disease	other	hereditary_disease|urinary_system_disorder
MONDO:0024528	progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1	metabolic_disease|disorder_of_development_or_morphogenesis|hereditary_disease	metabolic_disease	mitochondrial_disease|hereditary_disease|disorder_of_development_or_morphogenesis|nervous_system_disorder|musculoskeletal_system_disorder|metabolic_disease
MONDO:0024529	MVP1	disorder_of_development_or_morphogenesis|hereditary_disease	cardiovascular_disorder	hereditary_disease|disorder_of_development_or_morphogenesis|cardiovascular_disorder
MONDO:0024530	Bethlem myopathy 1A	hereditary_disease	other	hereditary_disease|musculoskeletal_system_disorder|nervous_system_disorder
MONDO:0024531	myopathy, tubular aggregate, 1	hereditary_disease	other	hereditary_disease|musculoskeletal_system_disorder
MONDO:0024532	otofaciocervical syndrome 1	hereditary_disease|disorder_of_development_or_morphogenesis	other	hereditary_disease|otorhinolaryngologic_disease|disorder_of_development_or_morphogenesis
MONDO:0024533	pulmonary hypertension, primary, 1	hereditary_disease	cardiovascular_disorder	hereditary_disease|cardiovascular_disorder
MONDO:0024534	Dowling-Degos disease 1	metabolic_disease|hereditary_disease	metabolic_disease	integumentary_system_disorder|hereditary_disease|metabolic_disease
MONDO:0024535	Singleton-Merten syndrome 1	syndromic_disease|hereditary_disease|disorder_of_development_or_morphogenesis	other	hereditary_disease|connective_tissue_disorder|syndromic_disease|musculoskeletal_system_disorder|disorder_of_development_or_morphogenesis
MONDO:0024536	glucocorticoid deficiency 1	endocrine_system_disorder|hereditary_disease	endocrine_system_disorder	endocrine_system_disorder|hereditary_disease
MONDO:0024537	Brown-Vialetto-van Laere syndrome 1	hereditary_disease	neurodegenerative_disease	hereditary_disease|nervous_system_disorder
MONDO:0024538	basal ganglia calcification, idiopathic, 1	hereditary_disease	psychiatric_disorder	idiopathic_disease|hereditary_disease|nervous_system_disorder|psychiatric_disorder
MONDO:0024539	choroidal dystrophy, central areolar, 1	hereditary_disease	cardiovascular_disorder|psychiatric_disorder	hereditary_disease|disorder_of_visual_system|nervous_system_disorder|psychiatric_disorder|disorder_of_orbital_region|cardiovascular_disorder
MONDO:0024540	Jervell and Lange-Nielsen syndrome 1	syndromic_disease|disorder_of_development_or_morphogenesis|hereditary_disease	cardiovascular_disorder	syndromic_disease|hereditary_disease|disorder_of_development_or_morphogenesis|cardiovascular_disorder
MONDO:0024541	trichohepatoenteric syndrome 1	syndromic_disease|hereditary_disease	other	syndromic_disease|digestive_system_disorder|hereditary_disease|immune_system_disorder|connective_tissue_disorder
MONDO:0024542	cerebellar ataxia, intellectual disability, and dysequilibrium syndrome 1	syndromic_disease|hereditary_disease	other	syndromic_disease|hereditary_disease|nervous_system_disorder
MONDO:0024543	brittle cornea syndrome 1	syndromic_disease|disorder_of_development_or_morphogenesis|hereditary_disease	other	syndromic_disease|hereditary_disease|disorder_of_orbital_region|disorder_of_development_or_morphogenesis|disorder_of_visual_system|connective_tissue_disorder
MONDO:0024545	Miyoshi muscular dystrophy 1	hereditary_disease	other	hereditary_disease|nervous_system_disorder|musculoskeletal_system_disorder
MONDO:0024546	hypertrophic osteoarthropathy, primary, autosomal recessive, 1	syndromic_disease|hereditary_disease	other	syndromic_disease|hereditary_disease
MONDO:0024547	pancreatic agenesis 1	disorder_of_development_or_morphogenesis|hereditary_disease	other	hereditary_disease|disorder_of_development_or_morphogenesis
MONDO:0024548	peeling skin syndrome 1	hereditary_disease	other	hereditary_disease|integumentary_system_disorder
MONDO:0024549	microphthalmia with coloboma 1	hereditary_disease	other	disorder_of_orbital_region|hereditary_disease|disorder_of_visual_system
MONDO:0024550	frontometaphyseal dysplasia 1	hereditary_disease	other	hereditary_disease|musculoskeletal_system_disorder
MONDO:0024551	X-linked lymphoproliferative disease due to SH2D1A deficiency	hereditary_disease	other	hereditary_disease|immune_system_disorder
MONDO:0024552	linear skin defects with multiple congenital anomalies 1	syndromic_disease|hereditary_disease	other	hereditary_disease|syndromic_disease|disorder_of_orbital_region|integumentary_system_disorder|disorder_of_visual_system
MONDO:0024553	myopathy, lactic acidosis, and sideroblastic anemia 1	disorder_of_development_or_morphogenesis|metabolic_disease|hereditary_disease	metabolic_disease|anemia	hereditary_disease|hematologic_disorder|disorder_of_development_or_morphogenesis|metabolic_disease|mitochondrial_disease|musculoskeletal_system_disorder
MONDO:0024554	D-2-hydroxyglutaric aciduria 1	metabolic_disease|hereditary_disease	metabolic_disease	hereditary_disease|nervous_system_disorder|metabolic_disease
MONDO:0024555	megalencephalic leukoencephalopathy with subcortical cysts 1	hereditary_disease	neurodegenerative_disease	hereditary_disease|nervous_system_disorder
MONDO:0024556	epilepsy, familial focal, with variable foci 1	hereditary_disease	other	hereditary_disease|nervous_system_disorder
MONDO:0024557	ataxia-telangiectasia-like disorder 1	hereditary_disease	neurodegenerative_disease	hereditary_disease|nervous_system_disorder
MONDO:0024558	radioulnar synostosis with amegakaryocytic thrombocytopenia 1	disorder_of_development_or_morphogenesis|hereditary_disease	other	hereditary_disease|hematologic_disorder|disorder_of_development_or_morphogenesis|musculoskeletal_system_disorder
MONDO:0024559	aortic aneurysm, familial thoracic 1	hereditary_disease	cardiovascular_disorder	hereditary_disease|cardiovascular_disorder
MONDO:0024560	PDA1	hereditary_disease|disorder_of_development_or_morphogenesis	cardiovascular_disorder	disorder_of_development_or_morphogenesis|cardiovascular_disorder|hereditary_disease
MONDO:0024561	vitelliform macular dystrophy 3	hereditary_disease	psychiatric_disorder	nervous_system_disorder|psychiatric_disorder|disorder_of_orbital_region|disorder_of_visual_system|hereditary_disease
MONDO:0024562	sick sinus syndrome 1	hereditary_disease|syndromic_disease	cardiovascular_disorder	musculoskeletal_system_disorder|cardiovascular_disorder|syndromic_disease|hereditary_disease
MONDO:0024564	cerebroretinal microangiopathy with calcifications and cysts 1	hereditary_disease	other	nervous_system_disorder|disorder_of_orbital_region|premature_aging_syndrome|disorder_of_visual_system|hereditary_disease
MONDO:0024565	ectodermal dysplasia-syndactyly syndrome 1	hereditary_disease|syndromic_disease	other	syndromic_disease|integumentary_system_disorder|hereditary_disease
MONDO:0024566	febrile seizures, familial, 11	hereditary_disease	other	nervous_system_disorder|hereditary_disease
MONDO:0024567	hypotonia, infantile, with psychomotor retardation and characteristic facies 1	disorder_of_development_or_morphogenesis|hereditary_disease	neurodegenerative_disease	nervous_system_disorder|disorder_of_development_or_morphogenesis|hereditary_disease
MONDO:0024568	infantile liver failure syndrome 1	hereditary_disease|endocrine_system_disorder	endocrine_system_disorder	endocrine_system_disorder|digestive_system_disorder|hereditary_disease
MONDO:0024569	optic atrophy 8	hereditary_disease	neurodegenerative_disease	nervous_system_disorder|disorder_of_orbital_region|mitochondrial_disease|disorder_of_visual_system|hereditary_disease
MONDO:0024570	hyperparathyroidism 4	endocrine_system_disorder|syndromic_disease|cancer_or_benign_tumor|hereditary_disease	cancer_or_benign_tumor|endocrine_system_disorder	musculoskeletal_system_disorder|cancer_or_benign_tumor|endocrine_system_disorder|hereditary_disease|syndromic_disease|connective_tissue_disorder
MONDO:0024571	AIDS-related disorder	other	other	post_infectious_disorder|immune_system_disorder
MONDO:0024572	immunodeficiency-related disorder	other	other	immune_system_disorder
MONDO:0024573	familial hypertrophic cardiomyopathy	hereditary_disease	cardiovascular_disorder	musculoskeletal_system_disorder|cardiovascular_disorder|hereditary_disease
MONDO:0024574	von Willebrand disease (hereditary or acquired)	other	other	hematologic_disorder
MONDO:0024575	pregnancy disorder	obstetric_disorder	other	obstetric_disorder
MONDO:0024582	male reproductive system neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|reproductive_system_disorder
MONDO:0024607	congenital muscular dystrophy with cataracts and intellectual disability	hereditary_disease	other	hereditary_disease|musculoskeletal_system_disorder|nervous_system_disorder
MONDO:0024608	dientamoebiasis	other	infectious_disease	digestive_system_disorder|infectious_disease
MONDO:0024609	vulvar squamous cell carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	reproductive_system_disorder|cancer_or_benign_tumor
MONDO:0024610	parasitic skin disorder	other	infectious_disease	infectious_disease|integumentary_system_disorder
MONDO:0024611	orbit neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	musculoskeletal_system_disorder|connective_tissue_disorder|cancer_or_benign_tumor|disorder_of_orbital_region
MONDO:0024612	manic bipolar affective disorder	other	psychiatric_disorder	psychiatric_disorder|nervous_system_disorder
MONDO:0024613	bipolar depression	other	psychiatric_disorder	psychiatric_disorder|nervous_system_disorder
MONDO:0024614	neurotic depression	other	psychiatric_disorder	psychiatric_disorder|nervous_system_disorder
MONDO:0024615	T-cell and NK-cell neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|hematologic_disorder
MONDO:0024616	tympanitis	inflammatory_disease	other	inflammatory_disease|auditory_system_disorder|otorhinolaryngologic_disease
MONDO:0024617	xanthogranuloma	other	other	immune_system_disorder
MONDO:0024618	poliovirus infection	other	infectious_disease	infectious_disease
MONDO:0024619	central nervous system infectious disorder	other	infectious_disease	infectious_disease|nervous_system_disorder
MONDO:0024620	meningitis caused by poliovirus	inflammatory_disease	infectious_disease	inflammatory_disease|infectious_disease|nervous_system_disorder
MONDO:0024621	serous cystadenocarcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0024622	thyroid gland adenocarcinoma	cancer_or_benign_tumor|endocrine_system_disorder	endocrine_system_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor|endocrine_system_disorder
MONDO:0024623	otorhinolaryngologic disease	other	other	
MONDO:0024625	disorder of lacrimal gland	other	other	disorder_of_visual_system|disorder_of_orbital_region
MONDO:0024626	defective phagocytic cell engulfment	other	other	immune_system_disorder
MONDO:0024627	phagocytic cell dysfunction	other	other	immune_system_disorder
MONDO:0024630	defective phagocytic cell chemotaxis	other	other	immune_system_disorder
MONDO:0024632	defective phagocytic cell opsonization	other	other	immune_system_disorder
MONDO:0024633	hypertensive nephropathy	other	other	urinary_system_disorder
MONDO:0024634	large intestine disorder	other	other	digestive_system_disorder
MONDO:0024635	small intestine disorder	other	other	digestive_system_disorder
MONDO:0024636	inflammation of heart layer	inflammatory_disease	cardiovascular_disorder	inflammatory_disease|cardiovascular_disorder
MONDO:0024637	malignant soft tissue neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0024638	pancreatic gastrinoma	endocrine_system_disorder|cancer_or_benign_tumor	endocrine_system_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor|endocrine_system_disorder|digestive_system_disorder
MONDO:0024639	gastric enterochromaffin cell serotonin-producing neuroendocrine tumor	endocrine_system_disorder|cancer_or_benign_tumor	endocrine_system_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor|endocrine_system_disorder|digestive_system_disorder
MONDO:0024642	gastric neuroendocrine tumor G2	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|endocrine_system_disorder|digestive_system_disorder
MONDO:0024643	myocardial disorder	other	cardiovascular_disorder	cardiovascular_disorder
MONDO:0024644	myocardial ischemia	other	cardiovascular_disorder	cardiovascular_disorder
MONDO:0024645	retroperitoneal neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0024647	urolithiasis	other	other	urinary_system_disorder
MONDO:0024648	optic tract meningioma	cancer_or_benign_tumor	cancer_or_benign_tumor|psychiatric_disorder	cancer_or_benign_tumor|nervous_system_disorder|disorder_of_visual_system|psychiatric_disorder
MONDO:0024649	optic tract astrocytoma	cancer_or_benign_tumor	cancer_or_benign_tumor|psychiatric_disorder	cancer_or_benign_tumor|nervous_system_disorder|disorder_of_visual_system|psychiatric_disorder
MONDO:0024650	drug-induced osteoporosis	hereditary_disease|disorder_of_development_or_morphogenesis	other	hereditary_disease|disorder_of_development_or_morphogenesis|musculoskeletal_system_disorder
MONDO:0024651	corticosteroid-induced osteoporosis	hereditary_disease|disorder_of_development_or_morphogenesis	other	hereditary_disease|disorder_of_development_or_morphogenesis|musculoskeletal_system_disorder
MONDO:0024652	embryonic cyst of fallopian tube	other	other	reproductive_system_disorder
MONDO:0024653	skull neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	musculoskeletal_system_disorder|connective_tissue_disorder|cancer_or_benign_tumor
MONDO:0024654	skull disorder	other	other	musculoskeletal_system_disorder
MONDO:0024655	rheumatic pericarditis	inflammatory_disease	cardiovascular_disorder	inflammatory_disease|cardiovascular_disorder
MONDO:0024656	colorectal lymphoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|hematologic_disorder|digestive_system_disorder
MONDO:0024658	extrahepatic bile duct sarcoma	endocrine_system_disorder|cancer_or_benign_tumor	endocrine_system_disorder|cancer_or_benign_tumor	endocrine_system_disorder|cancer_or_benign_tumor|digestive_system_disorder
MONDO:0024659	colorectal Kaposi sarcoma	cancer_or_benign_tumor	infectious_disease|cardiovascular_disorder|cancer_or_benign_tumor	infectious_disease|cancer_or_benign_tumor|cardiovascular_disorder|digestive_system_disorder|post_infectious_disorder
MONDO:0024660	tubular adenoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0024661	tubulovillous adenoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0024662	colorectal tubulovillous adenoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|digestive_system_disorder
MONDO:0024663	primary skin meningioma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor|integumentary_system_disorder
MONDO:0024664	hypertension, pregnancy-induced	obstetric_disorder	cardiovascular_disorder	obstetric_disorder|cardiovascular_disorder
MONDO:0024665	indeterminate sex and/or pseudohermaphroditism	endocrine_system_disorder|disorder_of_development_or_morphogenesis	endocrine_system_disorder	endocrine_system_disorder|reproductive_system_disorder|disorder_of_development_or_morphogenesis
MONDO:0024666	benign epithelial skin neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|integumentary_system_disorder
MONDO:0024673	skin lymphangioma	cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor|integumentary_system_disorder|immune_system_disorder
MONDO:0024674	Pancoast syndrome	cancer_or_benign_tumor|syndromic_disease	cancer_or_benign_tumor	cancer_or_benign_tumor|syndromic_disease
MONDO:0024675	adult kidney Wilms tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	urinary_system_disorder|cancer_or_benign_tumor
MONDO:0024676	childhood kidney Wilms tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	urinary_system_disorder|cancer_or_benign_tumor
MONDO:0024677	pancreatic insulinoma	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|endocrine_system_disorder	digestive_system_disorder|cancer_or_benign_tumor|endocrine_system_disorder
MONDO:0024685	Philadelphia-positive myelogenous leukemia	cancer_or_benign_tumor	cancer_or_benign_tumor	immune_system_disorder|musculoskeletal_system_disorder|connective_tissue_disorder|hematologic_disorder|cancer_or_benign_tumor
MONDO:0024686	tenosynovial giant cell tumor, diffuse type	inflammatory_disease|cancer_or_benign_tumor	cancer_or_benign_tumor	musculoskeletal_system_disorder|inflammatory_disease|connective_tissue_disorder|cancer_or_benign_tumor
MONDO:0024711	malignant mixed epithelial stromal tumor of the kidney	cancer_or_benign_tumor	cancer_or_benign_tumor	urinary_system_disorder|cancer_or_benign_tumor
MONDO:0024715	benign synovial neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	connective_tissue_disorder|cancer_or_benign_tumor|musculoskeletal_system_disorder
MONDO:0024744	childhood choroid plexus neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder
MONDO:0024746	immature teratoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0024757	cardiovascular neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor|cardiovascular_disorder	cardiovascular_disorder|cancer_or_benign_tumor
MONDO:0024770	autoinflammatory syndrome, familial, X-linked, Behcet-like 2	syndromic_disease|hereditary_disease	other	syndromic_disease|connective_tissue_disorder|hereditary_disease
MONDO:0024771	myopathy, distal, 7, adult-onset, X-linked	hereditary_disease	other	nervous_system_disorder|hereditary_disease|musculoskeletal_system_disorder
MONDO:0024772	intellectual developmental disorder, X-linked, syndromic, Pilorge type	syndromic_disease|hereditary_disease	psychiatric_disorder	syndromic_disease|psychiatric_disorder|nervous_system_disorder|hereditary_disease
MONDO:0024773	spermatogenic failure, X-linked, 4	hereditary_disease	other	reproductive_system_disorder|hereditary_disease
MONDO:0024777	immunodeficiency 98 with autoinflammation, X-linked	hereditary_disease	other	immune_system_disorder|hereditary_disease
MONDO:0024781	immunodeficiency 102	hereditary_disease	other	immune_system_disorder|hereditary_disease
MONDO:0024797	adult brain stem neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder
MONDO:0024813	pulmonary sulcus neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|respiratory_system_disorder
MONDO:0024857	immature extragonadal teratoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0024861	mixed teratoma and seminoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0024863	small size posterior uveal melanoma	cancer_or_benign_tumor|disorder_of_development_or_morphogenesis	cancer_or_benign_tumor	cancer_or_benign_tumor|disorder_of_development_or_morphogenesis|disorder_of_orbital_region|nervous_system_disorder|disorder_of_visual_system
MONDO:0024864	medium/large size posterior uveal melanoma	cancer_or_benign_tumor|disorder_of_development_or_morphogenesis	cancer_or_benign_tumor	cancer_or_benign_tumor|disorder_of_development_or_morphogenesis|disorder_of_orbital_region|nervous_system_disorder|disorder_of_visual_system
MONDO:0024868	metastatic carcinoma in the adrenal medulla	cancer_or_benign_tumor|endocrine_system_disorder	endocrine_system_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor|endocrine_system_disorder
MONDO:0024873	clitoral carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|reproductive_system_disorder
MONDO:0024876	tendon sheath disorder	other	other	connective_tissue_disorder|musculoskeletal_system_disorder
MONDO:0024877	clitoris neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|reproductive_system_disorder
MONDO:0024878	secondary carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0024879	metastatic carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0024880	metastatic malignant neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0024881	secondary malignant neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0024882	secondary neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0024883	metastatic neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0024884	metastatic carcinoma in the bone	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|musculoskeletal_system_disorder|connective_tissue_disorder
MONDO:0024885	malignant ovarian serous tumor	endocrine_system_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|reproductive_system_disorder|endocrine_system_disorder
MONDO:0024886	serous adenofibroma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|reproductive_system_disorder|connective_tissue_disorder
MONDO:0024888	mesonephric neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|urinary_system_disorder
MONDO:0024889	benign mesonephroma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|urinary_system_disorder
MONDO:0024890	pineal parenchymal cell neoplasm	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|endocrine_system_disorder	nervous_system_disorder|cancer_or_benign_tumor|endocrine_system_disorder
MONDO:0024891	non-infectious meningitis	inflammatory_disease	other	inflammatory_disease|nervous_system_disorder
MONDO:0024892	soft tissue amyloid neoplasm	metabolic_disease|cancer_or_benign_tumor	metabolic_disease|cancer_or_benign_tumor	metabolic_disease|cancer_or_benign_tumor
MONDO:0024893	toxocara canis infection (canine roundworms)	other	infectious_disease	infectious_disease
MONDO:0024954	larva migrans, visceral	other	infectious_disease	infectious_disease
MONDO:0024988	sex cord-stromal benign neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|reproductive_system_disorder
MONDO:0025193	oculopharyngodistal myopathy	hereditary_disease	other	hereditary_disease|musculoskeletal_system_disorder|nervous_system_disorder
MONDO:0025294	tick-borne infectious disease	other	infectious_disease	infectious_disease
MONDO:0025303	anaplasmosis	other	infectious_disease	infectious_disease
MONDO:0025351	multiple congenital anomalies-neurodevelopmental syndrome, X-linked	hereditary_disease	other	hereditary_disease
MONDO:0025353	developmental and epileptic encephalopathy, 90	hereditary_disease	other	hereditary_disease|nervous_system_disorder
MONDO:0025354	spermatogenic failure, X-linked, 3	hereditary_disease	other	hereditary_disease|reproductive_system_disorder
MONDO:0025356	azoospermia, obstructive, with nephrolithiasis	hereditary_disease	other	hereditary_disease
MONDO:0025371	Parvoviridae infectious disease	other	infectious_disease	infectious_disease
MONDO:0025445	Wieacker-Wolff syndrome (spectrum)	hereditary_disease|disorder_of_development_or_morphogenesis	other	musculoskeletal_system_disorder|hereditary_disease|disorder_of_development_or_morphogenesis
MONDO:0025512	type II hypersensitivity reaction disease	other	autoimmune_disease	immune_system_disorder
MONDO:0025513	autoimmune urticaria	inflammatory_disease	autoimmune_disease	immune_system_disorder|integumentary_system_disorder|inflammatory_disease
MONDO:0025514	livedoid vasculopathy	inflammatory_disease	cardiovascular_disorder	cardiovascular_disorder|integumentary_system_disorder|inflammatory_disease
MONDO:0025556	isocyanate induced asthma	other	other	immune_system_disorder|respiratory_system_disorder
MONDO:0025598	pneumonia caused by chlamydia	inflammatory_disease	infectious_disease	infectious_disease|respiratory_system_disorder|reproductive_system_disorder|inflammatory_disease
MONDO:0025622	Charcot-Marie-Tooth disease, axonal, mitochondrial form, 1	hereditary_disease	other	nervous_system_disorder|hereditary_disease
MONDO:0025667	limbal stem cell deficiency	other	other	disorder_of_visual_system|disorder_of_orbital_region
MONDO:0025690	microcephaly, epilepsy, and diabetes syndrome 2	hereditary_disease	other	hereditary_disease
MONDO:0025691	dystonia 30	hereditary_disease	other	hereditary_disease|nervous_system_disorder
MONDO:0025699	Coffin-Siris syndrome 12	disorder_of_development_or_morphogenesis|hereditary_disease|syndromic_disease	other	hereditary_disease|disorder_of_development_or_morphogenesis|musculoskeletal_system_disorder|syndromic_disease
MONDO:0025701	leukodystrophy, hypomyelinating, 22	hereditary_disease	neurodegenerative_disease	hereditary_disease|nervous_system_disorder
MONDO:0025708	megacystis-microcolon-intestinal hypoperistalsis syndrome 2	hereditary_disease|syndromic_disease	other	syndromic_disease|hereditary_disease|digestive_system_disorder
MONDO:0025712	angioedema, hereditary, 4	inflammatory_disease|hereditary_disease	cardiovascular_disorder	hereditary_disease|integumentary_system_disorder|cardiovascular_disorder|inflammatory_disease
MONDO:0025713	angioedema, hereditary, 7	inflammatory_disease|hereditary_disease	cardiovascular_disorder	hereditary_disease|integumentary_system_disorder|cardiovascular_disorder|inflammatory_disease
MONDO:0025956	ovarian remnant syndrome	endocrine_system_disorder	endocrine_system_disorder	reproductive_system_disorder|endocrine_system_disorder
MONDO:0025986	megacystis-microcolon-intestinal hypoperistalsis syndrome	hereditary_disease|syndromic_disease	other	digestive_system_disorder|syndromic_disease|hereditary_disease
MONDO:0026045	prurigo nodularis	other	other	integumentary_system_disorder
MONDO:0026404	X inactivation, familial skewed, 1	hereditary_disease	other	hereditary_disease
MONDO:0026426	X inactivation, familial skewed, 2	hereditary_disease	other	hereditary_disease
MONDO:0026720	mitochondrial complex 1 deficiency, nuclear type 12	disorder_of_development_or_morphogenesis|hereditary_disease|metabolic_disease	metabolic_disease	metabolic_disease|hereditary_disease|mitochondrial_disease|disorder_of_development_or_morphogenesis
MONDO:0026721	mitochondrial complex 1 deficiency, nuclear type 30	hereditary_disease|syndromic_disease|metabolic_disease|disorder_of_development_or_morphogenesis	metabolic_disease	syndromic_disease|metabolic_disease|hereditary_disease|mitochondrial_disease|disorder_of_development_or_morphogenesis
MONDO:0026722	Mullegama-Klein-Martinez syndrome	hereditary_disease	other	hereditary_disease
MONDO:0026723	intellectual developmental disorder, X-linked 108	hereditary_disease	psychiatric_disorder	hereditary_disease|psychiatric_disorder|nervous_system_disorder
MONDO:0026724	Paganini-Miozzo syndrome	hereditary_disease|syndromic_disease	psychiatric_disorder	syndromic_disease|hereditary_disease|psychiatric_disorder|nervous_system_disorder
MONDO:0026726	nephrotic syndrome, type 20	hereditary_disease|syndromic_disease	other	syndromic_disease|urinary_system_disorder|hereditary_disease
MONDO:0026727	Shukla-Vernon syndrome	hereditary_disease	other	hereditary_disease
MONDO:0026729	congenital disorder of glycosylation, type ICC	hereditary_disease|metabolic_disease	metabolic_disease	metabolic_disease|hereditary_disease
